求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
3795-2130-0303,【完全未経験OK！充実の研修内容】ITエンジニア　年間休日120日以上/YT,非公開,埼玉県,正社員,ITAB,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0316,【完全未経験OK！充実の研修内容】ITエンジニア　年間休日120日以上/YT,非公開,福岡県,正社員,ITAB,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0323,【完全未経験OK！充実の研修内容】ITエンジニア　年間休日120日以上/YT,非公開,大阪府,正社員,ITAB,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0324,【完全未経験OK！充実の研修内容】ITエンジニア　年間休日120日以上/YT,非公開,愛知県,正社員,ITAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0327,【完全未経験OK！充実の研修内容】ITエンジニア　年間休日120日以上/YT,非公開,愛知県,正社員,ITAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0334,【未経験OK!!・20代活躍中】受付・接客販売（モバイルプランナー）/YT,非公開,千葉県,正社員,cusAB,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0335,【未経験OK!!・20代活躍中】受付・接客販売（モバイルプランナー）/YT,非公開,千葉県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0345,【未経験OK!!・20代活躍中】受付・接客販売（モバイルプランナー）/YT,非公開,大阪府,正社員,cusAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0355,【未経験OK・20代や外国籍の方も活躍中！！】ホテルフロントスタッフ/YT,非公開,埼玉県,正社員,新規作成20230901,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0357,【未経験OK・20代や外国籍の方も活躍中！！】ホテルフロントスタッフ/YT,非公開,埼玉県,正社員,新規作成20230901,公開中,7,1,14.3%,￥25,￥25,0,0,0.0%,￥0
3795-2130-0360,【未経験OK・20代や外国籍の方も活躍中！！】ホテルフロントスタッフ/YT,非公開,千葉県,正社員,新規作成20230901,公開中,4,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0361,【未経験OK・20代や外国籍の方も活躍中！！】ホテルフロントスタッフ/YT,非公開,神奈川県,正社員,新規作成20230901,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0365,【未経験OK・20代や外国籍の方も活躍中！！】ホテルフロントスタッフ/YT,非公開,神奈川県,正社員,新規作成20230901,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0366,【未経験OK・20代や外国籍の方も活躍中！！】ホテルフロントスタッフ/YT,非公開,東京都,正社員,新規作成20230901,公開中,4,1,25.0%,￥25,￥25,0,0,0.0%,￥0
3795-2130-0371,【未経験OK・20代や外国籍の方も活躍中！！】ホテルフロントスタッフ/YT,非公開,大阪府,正社員,新規作成20230901,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0372,【未経験OK・20代や外国籍の方も活躍中！！】ホテルフロントスタッフ/YT,非公開,大阪府,正社員,新規作成20230901,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0376,【未経験OK・20代や外国籍の方も活躍中！！】ホテルフロントスタッフ/YT,非公開,愛知県,正社員,新規作成20230901,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0382,未経験から始めるホームカウンセラー/服装・ネイル・自由/年休145日以上/KT,非公開,埼玉県,正社員,新規作成20230901,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
3795-2130-0383,未経験から始めるホームカウンセラー/服装・ネイル・自由/年休145日以上/KT,非公開,埼玉県,正社員,新規作成20230901,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
