求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
4393-2651-0143,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ビングスなど）,非公開,神奈川県,正社員,新規作成求人20230818,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0144,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ビングスなど）,非公開,神奈川県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0146,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ビングスなど）,非公開,東京都,正社員,新規作成求人20230818,公開中,4,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0147,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ビングスなど）,非公開,東京都,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0148,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ビングスなど）,非公開,福岡県,正社員,新規作成求人20230818,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0155,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ビングスなど）,非公開,大阪府,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0160,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ホットクなど）,非公開,埼玉県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0161,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ホットクなど）,非公開,埼玉県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0162,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ホットクなど）,非公開,埼玉県,正社員,cusAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0173,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ホットクなど）,非公開,東京都,正社員,cusAB,公開中,7,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0174,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ホットクなど）,非公開,福岡県,正社員,cusAB,公開中,4,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0178,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ホットクなど）,非公開,大阪府,正社員,cusAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0181,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ホットクなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0185,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気ホットクなど）,非公開,愛知県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0187,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,埼玉県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0189,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,埼玉県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0191,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,千葉県,正社員,新規作成求人20230818,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0195,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,神奈川県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0196,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,神奈川県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0197,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,神奈川県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0199,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,東京都,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0201,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,福岡県,正社員,新規作成求人20230818,公開中,7,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0202,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,大阪府,正社員,新規作成求人20230818,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0203,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,大阪府,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0207,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,大阪府,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0208,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,愛知県,正社員,新規作成求人20230818,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0211,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気ホットクなど）,非公開,愛知県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
