求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
8329-0891-0a1d,20代活躍/寮社宅負担/車の開発設計＜未経験可＞/正社員／フォロー環境充実でスキルが身につく／Web面接可/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1e,20代活躍/寮社宅負担/自動車部品の機械設計＜未経験可＞/正社員／スキルが身につく／充実のフォロー体制//TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1g,20代活躍/寮社宅負担/自動車メーカーにおける車両設計_電装機械/東証プライム上場G／残業月20H／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1h,20代活躍/寮社宅負担/自動車メーカーにおける車両設計_機械/東証プライム上場G／残業月20H／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1i,20代活躍/寮社宅負担/自動車メーカーにおける車両設計_ソフト管理/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1j,20代活躍/寮社宅負担/自動車メーカーにおける車両設計／制御/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1k,20代活躍/寮社宅負担/自動車メーカーにおける機能開発/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1l,20代活躍/寮社宅負担/自動車メーカーにおける機能開発_技術調査/東証プライム上場G／残業月20H／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1m,20代活躍/寮社宅負担/自動車メーカーにおけるSDV開発／東証プライム上場G／研修充実／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1n,20代活躍/寮社宅負担/自動車メーカーでの機能開発におけるデータサイエンス業務/東証プライム上場G／残業月20H/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1o,20代活躍/寮社宅負担/自動車のBEVソフト機能開発／東証プライム上場G／研修充実／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1r,20代活躍/寮社宅負担/自動車に関するCAE解析業務／WEB面接／東証プライム上場G/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1s,20代活躍/寮社宅負担/自動車に関するCAE解析業務／Sim/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1t,20代活躍/寮社宅負担/自動車シートの機械設計＜未経験可＞/正社員／設計のスキルが身につく／充実のフォロー体制//TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
